rsi_high,rsi_low,exit_rsi,capital_usage,stop_loss,return,trades,final_value
70,20,50,0.7,0.02,-0.34671500000001104,103,99653.28499999999
70,20,50,0.7,0.01,-0.35498000000002505,106,99645.01999999997
75,30,45,0.5,0.03,-0.3558449999998848,108,99644.15500000012
75,30,45,0.5,0.02,-0.3558449999998848,108,99644.15500000012
75,25,50,0.5,0.03,-0.36454999999993015,101,99635.45000000007
75,25,50,0.5,0.02,-0.36454999999993015,101,99635.45000000007
75,25,50,0.5,0.01,-0.36454999999993015,101,99635.45000000007
80,30,55,0.5,0.03,-0.38189499999998955,102,99618.10500000001
80,30,55,0.5,0.02,-0.38189499999998955,102,99618.10500000001
80,30,55,0.5,0.01,-0.38189499999998955,102,99618.10500000001
70,35,50,0.7,0.01,-0.39273000000003955,153,99607.26999999996
65,20,45,0.7,0.01,-0.4179149999999499,115,99582.08500000005
75,20,55,0.7,0.03,-0.4187550000000774,89,99581.24499999992
75,20,55,0.7,0.02,-0.4187550000000774,89,99581.24499999992
75,25,45,0.9,0.02,-0.418975000000064,97,99581.02499999994
75,25,45,0.9,0.03,-0.418975000000064,97,99581.02499999994
70,20,45,0.7,0.03,-0.4258900000000722,98,99574.10999999993
70,20,45,0.7,0.02,-0.4258900000000722,98,99574.10999999993
75,25,50,0.7,0.01,-0.42715000000008146,104,99572.84999999992
65,35,50,0.9,0.01,-0.4346700000000419,173,99565.32999999996
70,35,50,0.5,0.01,-0.4372949999998964,151,99562.7050000001
75,30,55,0.7,0.03,-0.44115000000016885,121,99558.84999999983
75,30,55,0.7,0.02,-0.44115000000016885,121,99558.84999999983
75,30,45,0.5,0.01,-0.45206999999983233,110,99547.93000000017
80,25,45,0.9,0.01,-0.45654999999990103,85,99543.4500000001
80,25,50,0.5,0.02,-0.4651449999999022,84,99534.8550000001
80,25,50,0.5,0.03,-0.4651449999999022,84,99534.8550000001
80,25,50,0.5,0.01,-0.4651449999999022,84,99534.8550000001
75,30,50,0.5,0.02,-0.4686399999999558,115,99531.36000000004
75,30,50,0.5,0.03,-0.4686399999999558,115,99531.36000000004
70,20,50,0.9,0.02,-0.4722449999999662,103,99527.75500000003
70,20,50,0.9,0.03,-0.4722449999999662,103,99527.75500000003
70,35,45,0.7,0.01,-0.4791750000002503,140,99520.82499999975
70,20,45,0.7,0.01,-0.4794250000000174,102,99520.57499999998
70,35,50,0.7,0.03,-0.4929250000000465,150,99507.07499999995
70,35,50,0.7,0.02,-0.4929250000000465,150,99507.07499999995
65,20,45,0.9,0.01,-0.5044499999998953,118,99495.5500000001
65,35,45,0.5,0.01,-0.5081549999998679,151,99491.84500000013
75,20,50,0.5,0.03,-0.5099800000000104,85,99490.01999999999
75,20,50,0.5,0.02,-0.5099800000000104,85,99490.01999999999
75,20,50,0.5,0.01,-0.5099800000000104,85,99490.01999999999
80,20,55,0.7,0.02,-0.5106100000000879,70,99489.38999999991
80,20,55,0.7,0.03,-0.5106100000000879,70,99489.38999999991
75,25,50,0.7,0.03,-0.5205400000000373,101,99479.45999999996
75,25,50,0.7,0.02,-0.5205400000000373,101,99479.45999999996
80,30,55,0.7,0.03,-0.5220900000000547,102,99477.90999999995
80,30,55,0.7,0.02,-0.5220900000000547,102,99477.90999999995
75,30,50,0.5,0.01,-0.5230549999999639,116,99476.94500000004
65,35,45,0.7,0.02,-0.5245299999999697,149,99475.47000000003
65,35,45,0.7,0.03,-0.5245299999999697,149,99475.47000000003
70,20,45,0.9,0.03,-0.5325149999999849,98,99467.48500000002
70,20,45,0.9,0.02,-0.5325149999999849,98,99467.48500000002
75,35,55,0.5,0.01,-0.5424649999999674,143,99457.53500000003
75,35,55,0.5,0.03,-0.5424649999999674,143,99457.53500000003
75,35,55,0.5,0.02,-0.5424649999999674,143,99457.53500000003
75,30,45,0.9,0.01,-0.5522999999999593,114,99447.70000000004
70,35,45,0.5,0.02,-0.5584649999998655,136,99441.53500000013
70,35,45,0.5,0.03,-0.5584649999998655,136,99441.53500000013
80,25,45,0.5,0.02,-0.5621649999999209,80,99437.83500000008
80,25,45,0.5,0.03,-0.5621649999999209,80,99437.83500000008
75,30,45,0.7,0.02,-0.5665550000001385,108,99433.44499999986
75,30,45,0.7,0.03,-0.5665550000001385,108,99433.44499999986
80,30,50,0.5,0.02,-0.5692199999999721,98,99430.78000000003
80,30,50,0.5,0.03,-0.5692199999999721,98,99430.78000000003
75,30,50,0.7,0.01,-0.5746350000000384,118,99425.36499999996
75,20,55,0.9,0.02,-0.5887599999997328,89,99411.24000000027
75,20,55,0.9,0.03,-0.5887599999997328,89,99411.24000000027
70,25,50,0.9,0.01,-0.5961999999999243,123,99403.80000000008
80,25,45,0.5,0.01,-0.5997799999999406,81,99400.22000000006
65,35,45,0.7,0.01,-0.6056350000000675,153,99394.36499999993
75,30,55,0.9,0.03,-0.6080949999998703,121,99391.90500000013
75,30,55,0.9,0.02,-0.6080949999998703,121,99391.90500000013
80,35,55,0.5,0.02,-0.6088800000002084,124,99391.11999999979
80,35,55,0.5,0.03,-0.6088800000002084,124,99391.11999999979
80,35,55,0.5,0.01,-0.6088800000002084,124,99391.11999999979
80,25,50,0.7,0.02,-0.6135849999998463,84,99386.41500000015
80,25,50,0.7,0.03,-0.6135849999998463,84,99386.41500000015
80,20,55,0.9,0.02,-0.6172049999997398,70,99382.79500000026
80,20,55,0.9,0.03,-0.6172049999997398,70,99382.79500000026
80,20,50,0.5,0.01,-0.6206649999999209,68,99379.33500000008
80,20,50,0.5,0.02,-0.6206649999999209,68,99379.33500000008
80,20,50,0.5,0.03,-0.6206649999999209,68,99379.33500000008
70,35,45,0.5,0.01,-0.6358849999999074,138,99364.11500000009
80,20,55,0.7,0.01,-0.636305000000124,70,99363.69499999988
80,30,50,0.5,0.01,-0.6413300000000164,99,99358.66999999998
80,30,55,0.7,0.01,-0.6440700000000652,102,99355.92999999993
75,35,50,0.5,0.03,-0.6463150000000023,132,99353.685
75,35,50,0.5,0.02,-0.6463150000000023,132,99353.685
75,20,55,0.9,0.01,-0.6618949999996839,91,99338.10500000032
75,30,50,0.7,0.02,-0.6661350000001548,115,99333.86499999985
75,30,50,0.7,0.03,-0.6661350000001548,115,99333.86499999985
75,35,55,0.7,0.01,-0.6685050000002375,144,99331.49499999976
75,20,45,0.5,0.03,-0.6695000000000291,83,99330.49999999997
75,20,45,0.5,0.02,-0.6695000000000291,83,99330.49999999997
80,30,55,0.9,0.02,-0.6722149999999092,102,99327.78500000009
80,30,55,0.9,0.03,-0.6722149999999092,102,99327.78500000009
70,35,50,0.9,0.02,-0.6875050000000629,150,99312.49499999994
70,35,50,0.9,0.03,-0.6875050000000629,150,99312.49499999994
75,30,55,0.9,0.01,-0.6932699999998732,123,99306.73000000013
75,25,50,0.9,0.02,-0.7074049999997079,101,99292.59500000029
75,25,50,0.9,0.03,-0.7074049999997079,101,99292.59500000029
75,35,50,0.5,0.01,-0.7092099999999918,133,99290.79000000001
75,20,45,0.5,0.01,-0.7114550000000455,84,99288.54499999995
70,35,45,0.7,0.02,-0.712010000000213,136,99287.98999999979
70,35,45,0.7,0.03,-0.712010000000213,136,99287.98999999979
70,20,45,0.9,0.01,-0.7131700000001001,104,99286.8299999999
65,35,45,0.9,0.03,-0.7142849999997998,149,99285.7150000002
65,35,45,0.9,0.02,-0.7142849999997998,149,99285.7150000002
75,20,50,0.7,0.03,-0.740849999999904,85,99259.1500000001
75,20,50,0.7,0.02,-0.740849999999904,85,99259.1500000001
80,30,45,0.5,0.03,-0.7409999999998254,91,99259.00000000017
80,30,45,0.5,0.02,-0.7409999999998254,91,99259.00000000017
75,20,50,0.7,0.01,-0.7461449999999022,88,99253.8550000001
80,30,50,0.7,0.02,-0.7467150000000546,98,99253.28499999995
80,30,50,0.7,0.03,-0.7467150000000546,98,99253.28499999995
80,35,50,0.5,0.02,-0.7500049999999173,115,99249.99500000008
80,35,50,0.5,0.03,-0.7500049999999173,115,99249.99500000008
80,30,45,0.9,0.01,-0.7582349999999569,96,99241.76500000004
70,30,50,0.9,0.01,-0.760300000000192,137,99239.69999999981
75,35,55,0.7,0.03,-0.7828200000001817,143,99217.17999999982
75,35,55,0.7,0.02,-0.7828200000001817,143,99217.17999999982
80,25,45,0.7,0.03,-0.7859099999998872,80,99214.09000000011
80,25,45,0.7,0.02,-0.7859099999998872,80,99214.09000000011
80,35,50,0.5,0.01,-0.7889499999998807,116,99211.05000000012
75,30,45,0.9,0.02,-0.7892849999998871,108,99210.71500000011
75,30,45,0.9,0.03,-0.7892849999998871,108,99210.71500000011
75,20,45,0.7,0.01,-0.7968199999998905,87,99203.18000000011
80,25,50,0.9,0.03,-0.8081449999999459,84,99191.85500000005
80,25,50,0.9,0.02,-0.8081449999999459,84,99191.85500000005
80,25,50,0.7,0.01,-0.8132299999999086,86,99186.77000000009
75,35,50,0.7,0.01,-0.8288300000001618,135,99171.16999999984
75,20,45,0.9,0.01,-0.8361850000000268,89,99163.81499999997
80,35,55,0.7,0.02,-0.8363150000002352,124,99163.68499999976
80,35,55,0.7,0.03,-0.8363150000002352,124,99163.68499999976
80,20,50,0.7,0.03,-0.8478899999998976,68,99152.1100000001
80,20,50,0.7,0.02,-0.8478899999998976,68,99152.1100000001
80,25,45,0.7,0.01,-0.8494349999999105,83,99150.56500000009
80,30,45,0.5,0.01,-0.8506549999998534,93,99149.34500000015
80,20,55,0.9,0.01,-0.8547599999998493,71,99145.24000000015
70,20,50,0.9,0.01,-0.8765949999999866,107,99123.40500000001
65,35,45,0.9,0.01,-0.8807299999996904,156,99119.27000000031
75,30,50,0.9,0.03,-0.8851850000000849,115,99114.81499999992
75,30,50,0.9,0.02,-0.8851850000000849,115,99114.81499999992
80,30,55,0.9,0.01,-0.8971649999998045,103,99102.8350000002
80,30,50,0.7,0.01,-0.9261850000000121,100,99073.81499999999
75,35,45,0.5,0.02,-0.9350550000000222,121,99064.94499999998
75,35,45,0.5,0.03,-0.9350550000000222,121,99064.94499999998
75,35,50,0.7,0.02,-0.9415050000001939,132,99058.4949999998
75,35,50,0.7,0.03,-0.9415050000001939,132,99058.4949999998
80,35,55,0.7,0.01,-0.9664000000002707,124,99033.59999999973
70,35,45,0.9,0.03,-0.9694349999999685,136,99030.56500000003
70,35,45,0.9,0.02,-0.9694349999999685,136,99030.56500000003
75,20,45,0.7,0.02,-0.9748949999999895,83,99025.10500000001
75,20,45,0.7,0.03,-0.9748949999999895,83,99025.10500000001
75,35,45,0.7,0.01,-0.9942750000000524,125,99005.72499999995
75,20,50,0.9,0.02,-0.9995899999999237,85,99000.41000000008
75,20,50,0.9,0.03,-0.9995899999999237,85,99000.41000000008
75,35,45,0.5,0.01,-1.0005250000000232,123,98999.47499999998
80,25,50,0.9,0.01,-1.006714999999953,87,98993.28500000005
80,30,50,0.9,0.03,-1.0073349999999628,98,98992.66500000004
80,30,50,0.9,0.02,-1.0073349999999628,98,98992.66500000004
80,35,50,0.7,0.03,-1.0116850000000996,115,98988.3149999999
80,35,50,0.7,0.02,-1.0116850000000996,115,98988.3149999999
80,30,45,0.7,0.03,-1.0279050000000862,91,98972.09499999991
80,30,45,0.7,0.02,-1.0279050000000862,91,98972.09499999991
70,35,50,0.9,0.01,-1.0332099999999336,154,98966.79000000007
75,35,55,0.9,0.02,-1.049195000000036,143,98950.80499999996
75,35,55,0.9,0.03,-1.049195000000036,143,98950.80499999996
80,20,45,0.5,0.02,-1.0640049999999464,66,98935.99500000005
80,20,45,0.5,0.03,-1.0640049999999464,66,98935.99500000005
80,30,45,0.7,0.01,-1.0806600000000035,94,98919.34
80,20,45,0.5,0.01,-1.0923399999999381,67,98907.66000000006
80,25,45,0.9,0.02,-1.0937149999997928,80,98906.2850000002
80,25,45,0.9,0.03,-1.0937149999997928,80,98906.2850000002
80,35,55,0.9,0.03,-1.101889999999592,124,98898.11000000041
80,35,55,0.9,0.02,-1.101889999999592,124,98898.11000000041
75,25,50,0.9,0.01,-1.1101349999998784,105,98889.86500000012
80,20,50,0.7,0.01,-1.1294349999998814,70,98870.56500000012
75,35,55,0.9,0.01,-1.138215000000011,145,98861.78499999999
80,20,50,0.9,0.03,-1.143869999999937,68,98856.13000000006
80,20,50,0.9,0.02,-1.143869999999937,68,98856.13000000006
80,30,50,0.9,0.01,-1.1908499999998747,101,98809.15000000013
75,30,50,0.9,0.01,-1.2050499999999447,119,98794.95000000006
80,35,50,0.7,0.01,-1.2065100000001112,117,98793.48999999989
75,35,50,0.9,0.03,-1.2186300000000774,132,98781.36999999992
75,35,50,0.9,0.02,-1.2186300000000774,132,98781.36999999992
75,35,45,0.9,0.01,-1.2669299999998476,127,98733.07000000015
75,35,45,0.7,0.03,-1.2679700000000884,121,98732.02999999991
75,35,45,0.7,0.02,-1.2679700000000884,121,98732.02999999991
80,35,45,0.5,0.03,-1.2792399999999615,104,98720.76000000004
80,35,45,0.5,0.02,-1.2792399999999615,104,98720.76000000004
80,35,50,0.9,0.03,-1.2830999999997583,115,98716.90000000024
80,35,50,0.9,0.02,-1.2830999999997583,115,98716.90000000024
75,20,45,0.9,0.03,-1.2849349999999395,83,98715.06500000006
75,20,45,0.9,0.02,-1.2849349999999395,83,98715.06500000006
70,35,45,0.9,0.01,-1.2878700000001408,142,98712.12999999986
80,35,55,0.9,0.01,-1.3133799999997282,125,98686.62000000027
80,20,45,0.9,0.01,-1.3268699999999372,71,98673.13000000006
80,20,50,0.9,0.01,-1.3303299999998708,71,98669.67000000013
80,30,45,0.9,0.03,-1.3327649999997522,91,98667.23500000025
80,30,45,0.9,0.02,-1.3327649999997522,91,98667.23500000025
80,35,45,0.5,0.01,-1.3448499999999477,106,98655.15000000005
75,20,50,0.9,0.01,-1.3750899999997928,89,98624.9100000002
80,20,45,0.7,0.02,-1.461054999999964,66,98538.94500000004
80,20,45,0.7,0.03,-1.461054999999964,66,98538.94500000004
80,35,50,0.9,0.01,-1.4904599999998027,118,98509.5400000002
75,35,50,0.9,0.01,-1.5718600000001022,136,98428.1399999999
80,20,45,0.7,0.01,-1.5792000000000115,69,98420.79999999999
75,35,45,0.9,0.03,-1.6528000000001486,121,98347.19999999985
75,35,45,0.9,0.02,-1.6528000000001486,121,98347.19999999985
80,35,45,0.9,0.01,-1.6898449999999283,109,98310.15500000007
80,35,45,0.7,0.02,-1.7326149999999472,104,98267.38500000005
80,35,45,0.7,0.03,-1.7326149999999472,104,98267.38500000005
80,35,45,0.7,0.01,-1.7514050000001007,107,98248.5949999999
80,20,45,0.9,0.03,-1.8869149999998773,66,98113.08500000012
80,20,45,0.9,0.02,-1.8869149999998773,66,98113.08500000012
80,35,45,0.9,0.03,-2.289244999999675,104,97710.75500000032
80,35,45,0.9,0.02,-2.289244999999675,104,97710.75500000032
